Vehcl,KBot,Ship,Air,Cnstr,Building,ID,Name,Side,Description,Energy,Metal,Corpse,Heap,DamageModifier,MaxDamage,RealDamage,EnergyUse,BuildTime,WorkerTime,SightDistance,RadarDistance,SonarDistance,RadarDistanceJam,SonarDistanceJam,Stealth,CloakCost,CloakCostMoving,MinCloakDistance,EnergyStorage,MetalStorage,MetalMake,MakesMetal,EnergyMake,ExtractsMetal,WindGenerator,BuildDistance,MaxVelocity,BrakeRate,Acceleration,TurnRate,CanMove,CanPatrol,CanStop,CanGuard,CanReclamate,CanAttack,CanDgun,CanCapture,CanLoad,CantBeTransported,TransportCapacity,TransportSize,OnOffable,Floater,Upright,NoAutoFire,ShootMe,FireStandOrders,StandingFireOrder,MobileStandOrders,StandingMoveOrder,SoundCategory,NoChaseCategory,wpri_badtargetcategory,wsec_badtargetcategory,wspe_badtargetcategory,MovementClass,ExplodeAs,SelfDestructAs,Category,Corpse,HealTime,DefaultMissionType,MaxWaterDepth,MinWaterDepth,MoveRate1,MoveRate2,FootPrintX,FootPrintZ,MaxSlope,CanFly,HoverAttack,Amphibious,ImmuneToParalyzer,SteeringMode,WaterLine,Cruisealt,BankScale,PitchScale,Level,DPM,Changed,File
True,False,False,False,False,False,ARMHAMS,Hamster,ARM,Land Dreadnaught,900000,37500,30000,15000,0.32,24000,75000,72,900000,0,720,1500,0,0,0,0,0,0,0,900,0,0,0,220,0,0,0,0.9,0.012,0.0032,120,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,ARM_TANK,MOBILE,VTOL,NOTAIR,VTOL,TANKSH6,NUKEBOMB,NUKEBOMB,ALL ARM LEVEL3 CTRL_G CTRL_V GR L3G NOTAIR MOBILE NOTSUB CTRL_W,ARMHAMS_DEAD,3,Standby,20,0,0.2,0.64,6,6,16,0,0,0,0,0,0,0,0,0,L3,2,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHAMS.fbi
False,False,False,True,False,False,ARMHAWK,Hawk,ARM,Stealth Fighter,7582,279,223,112,0.5,520,1040,10,16740,0,450,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,12,9,0.45,820,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,ARM_VTOL,NOTAIR,NOTAIR,,,,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_P CTRL_O MOBILE NOTSUB VTOL CTRL_W,,0,VTOL_standby,0,0,8,0,2,2,10,1,0,0,1,0,0,160,1,0,L2,3.73,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHAWK.fbi
False,False,False,True,False,False,ARMHERC,Hercules,ARM,Multi Lifter Air Transport,62000,2520,2016,1008,0.5,3560,7120,20,151200,0,500,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7.8,1.6,0.024,128,1,1,1,1,0,1,0,0,1,0,12,8,0,0,1,0,1,1,2,1,0,BIGVTOL,VTOL,,,NOTAIR,,CRAWL_BLASTSML,CRAWL_BLASTSML,ALL ARM LEVEL3 NOWEAPON NOTSUB MOBILE VTOL NOAI CTRL_T,,31,VTOL_standby,0,0,0,0,7,7,10,1,1,0,1,0,0,60,1,0,L3,2.83,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHERC.fbi
True,False,False,False,False,False,ARMHH,Hippo,ARM,Heavy Hovertank,10280,710,568,284,0,3346,3346,4,17040,0,340,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.6,0.04,0.01,320,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,ARM_HOVER_MID,VTOL,VTOL,,,TANKHOVER3,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_H CTRL_V NOTAIR NOTSUB MOBILE CTRL_W,armhh_dead,0,Standby,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,L2,4.71,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHH.fbi
False,False,False,False,False,True,ARMHLT,Sentinel,ARM,Heavy Laser Tower,4860,524,419,210,0,1630,1630,0,8384,0,430,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,HLT,ALL,VTOL,,,,MEDIUM_BUILDINGEX,MEDIUM_BUILDING,ALL ARM LEVEL1 CTRL_X NOTAIR NOTSUB,armhlt_dead,0,GUARD_NOMOVE,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,L1,3.11,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHLT.fbi
False,False,False,False,False,True,ARMHP,Hovercraft Platform,ARM,Tech Level 1,1282,715,572,286,0,2105,2105,0,7150,120,220,0,0,0,0,0,0,0,0,100,100,0.4,0,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_HOVER_PLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL ARM LEVEL1 CTRL_F NOWEAPON NOTAIR NOTSUB l1plant,armhp_dead,0,,0,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,L1,2.94,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHP.fbi
False,False,False,False,False,True,ARMHPNS,Floating Hovercraft Platform,ARM,Tech Level 1,1394,747,598,299,0,1904,1904,0,7470,120,220,0,0,0,0,0,0,0,0,100,100,0.4,0,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_HOVER_PLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL ARM LEVEL1 CTRL_F NOWEAPON NOTAIR NOTSUB l1plant,ARMHPNS_dead,0,,0,3,0,0,7,6,0,0,0,0,0,0,3,0,0,0,L1,2.55,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHPNS.fbi
False,True,False,False,False,False,ARMHRK,Kodiak,ARM,Rocket Artillery Kbot,8543,652,522,261,0,1020,1020,1.2,13040,0,320,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.25,0.24,0.05,600,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_KBOT,VTOL,VTOL,,,KBOTSS2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_G CTRL_K GR NOTAIR NOTSUB MOBILE CTRL_W,armhrk_dead,0,Standby,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,L2,1.56,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMHRK.fbi
True,False,False,False,False,False,ARMIMPAL,Impala,ARM,Stealth Disruptor Cannon Tank,102000,6600,5280,2640,0,10800,10800,10,132000,0,540,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1.7,0.018,0.011,280,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_TANK,VTOL,NOWEAPON,,,TANKSH3,ATOMIC_BLASTSML,ATOMIC_BLAST,ALL ARM LEVEL3 CTRL_G CTRL_V GR L3G NOTAIR MOBILE NOTSUB CTRL_W,armIMPAL_dead,31,Standby,255,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,L3,1.64,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMIMPAL.fbi
False,True,False,False,False,False,ARMIND,Indra,ARM,Amphibious Assault Kbot,49600,3910,3128,1564,0.625,9400,15040,2,93840,0,420,0,420,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.25,0.1,0.04,240,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_HVKBOT,VTOL,VTOL,,,TANKDH4,BIG_UNIT,SMALL_BUILDING,ALL ARM LEVEL3 CTRL_G GR NOTAIR NOTSUB MOBILE CTRL_W,armind_dead,0,Standby,255,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,L3,3.85,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMIND.fbi
True,False,False,False,False,False,ARMJACK,Jackhammer,ARM,Rocket Battery Hovertank,67834,4040,3232,1616,0,9150,9150,10,96960,0,480,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.85,0.022,0.008,370,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,ARM_HOVER_BIG,VTOL,VTOL,,,TANKHOVER3,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL3 CTRL_H L3H NOTAIR NOTSUB MOBILE CTRL_W,armjack_dead,31,Standby,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,L3,2.26,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMJACK.fbi
True,False,False,False,False,False,ARMJAM,Jammer,ARM,Radar Jamming Vehicle,1721,97,78,39,0,460,460,10,3880,0,460,0,0,600,0,0,0,0,0,0,0,0,0,10,0,0,0,1.4,0.042,0.035,420,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,ARM_VJAM,ALL,VTOL,,,TANKSH2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 NOWEAPON NOTAIR NOTSUB MOBILE CTRL_R,armjam_dead,0,Standby,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,L2,4.74,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMJAM.fbi
False,False,False,False,False,True,ARMJAMT,Lelantus,ARM,Pop-up Radar Jammer,3730,238,190,95,0.5,360,720,25,7140,0,560,0,0,950,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ARM_JAM,,,,,,MEDIUM_BUILDINGEX,MEDIUM_BUILDING,ALL ARM LEVEL2 CTRL_F NOWEAPON NOTAIR NOTSUB CTRL_R,armjamt_dead,0,,0,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,L2,3.03,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMJAMT.fbi
False,True,False,False,False,False,ARMJETH,Jethro,ARM,Anti-Air Kbot,1026,107,86,43,0,470,470,0.4,2140,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1.35,0.15,0.1,1016,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,ARM_KBOT,ALL,NOTAIR,,,KBOTSF2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL1 CTRL_G CTRL_K GR NOTAIR NOTSUB MOBILE CTRL_W,armjeth_dead,0,Standby,12,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,L1,4.39,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMJETH.fbi
False,False,False,False,False,True,ARMLAB,Kbot Lab,ARM,Tech Level 1,1130,640,512,256,0,2540,2540,0,6400,120,223,0,0,0,0,0,0,0,0,100,100,0.4,0,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,KBOTPLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL ARM LEVEL1 CTRL_F NOWEAPON NOTAIR NOTSUB l1plant,armlab_dead,0,,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,L1,3.97,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMLAB.fbi
False,False,False,True,False,False,ARMLANCE,Lancet,ARM,Torpedo Bomber,6438,364,291,146,0.5,525,1050,3,14560,0,400,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9.7,2.4,0.2,540,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,ARM_VTOL,NOTSUB,NOTSUB,,,,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_P CTRL_Y MOBILE NOTSUB VTOL CTRL_W,,0,VTOL_standby,255,0,8,0,3,3,10,1,0,0,1,0,0,150,1,0,L2,2.88,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMLANCE.fbi
True,False,False,False,False,False,ARMLATNK,Panther,ARM,Lightning Tank,3830,324,259,130,0,1350,1350,1,6480,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.85,0.09,0.05,475,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,ARM_TANK,VTOL,VTOL,VTOL,NOTSUB,TANKSH2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_G CTRL_V GR NOTAIR NOTSUB MOBILE CTRL_W,armlatnk_dead,0,Standby,12,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,L2,4.17,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMLATNK.fbi
False,False,False,False,False,True,ARMLLT,L.L.T.,ARM,Light Laser Tower,1690,180,144,72,0,860,860,0,2880,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,LLT,ALL,VTOL,,,,MEDIUM_BUILDINGEX,MEDIUM_BUILDING,ALL ARM LEVEL1 CTRL_X LDFENS NOTAIR NOTSUB,armllt_dead,0,GUARD_NOMOVE,0,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,L1,4.78,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMLLT.fbi
True,False,False,False,False,False,ARMLMART,Colt,ARM,Light Mobile Artillery,1610,186,149,74,0,680,680,0.4,3720,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1.35,0.024,0.012,320,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_TANK,ALL,VTOL,,,TANKSH2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL1 CTRL_G CTRL_V GR NOTAIR NOTSUB MOBILE CTRL_W,armlmart_dead,0,Standby,0,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,L1,3.66,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMLMART.fbi
False,False,False,False,False,True,ARMLPRIS,Extinguisher,ARM,Prismatic Energy weapon,188000,11560,9248,4624,0.25,8900,35600,200,258240,0,640,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,ARM_ANNI,VTOL,VTOL,VTOL,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL ARM LEVEL3 CTRL_X NOTAIR NOTSUB,ARMLPRIS_DEAD,15,Guard_NoMove,0,0,0,0,5,5,12,0,0,0,1,0,0,0,0,0,L3,3.31,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMLPRIS.fbi
False,False,False,False,False,True,ARMMAKR,Metal Maker,ARM,Converts 120E to 2M/sec,1750,0,0,0,0,144,144,120,5250,0,210,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ARM_MAKER,,,,,,SMALL_BUILDINGEX,SMALL_BUILDING,ALL ARM LEVEL1 CTRL_J NOWEAPON NOTAIR NOTSUB,armmakr_dead,0,,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,L1,∞,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMAKR.fbi
False,False,False,False,False,True,ARMMAN,Mantle Mine,ARM,Experimental Metal Extractor,44000,3480,2784,1392,0,4000,4000,80,69600,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ADV_MOHO,,,,,,CRAWL_BLASTSML,CRAWL_BLAST,ALL ARM METAL LEVEL3 NOWEAPON NOTAIR NOTSUB,,15,,255,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,L3,1.15,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMAN.fbi
True,False,False,False,False,False,ARMMANNI,Penetrator,ARM,Mobile Energy Weapon,15729,1275,1020,510,0,2700,2700,2,25500,0,400,0,0,0,0,0,0,0,0,100,0,0,0,2,0,0,0,0.92,0.07,0.012,240,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_TANK,VTOL,NOWEAPON,,,TANKSH3,LARGE_BUILDINGEX,CRAWL_BLASTSML,ALL ARM LEVEL2 CTRL_G CTRL_V GR NOTAIR NOTSUB MOBILE CTRL_W,armmanni_dead,0,Standby,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,L2,2.12,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMANNI.fbi
False,True,False,False,False,False,ARMMARK,Marky,ARM,Mobile Radar Kbot,1252,85,68,34,0,320,320,6,3060,0,540,2048,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.15,0.09,0.06,705,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,ARM_KRADAR,ALL,VTOL,,,KBOTSS2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 NOWEAPON NOTAIR NOTSUB MOBILE CTRL_R,armmark_dead,0,Standby,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,L2,3.76,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMARK.fbi
True,False,False,False,False,False,ARMMART,Luger,ARM,Mobile Artillery,2605,302,242,121,0,880,880,0.7,4832,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,1.1,0.016,0.012,290,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_TANK,ALL,VTOL,,,TANKSH3,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 NOTAIR CTRL_V NOTSUB MOBILE CTRL_G GR CTRL_W,armmart_dead,0,Standby,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,L2,2.91,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMART.FBI
False,True,False,False,False,False,ARMMAV,Maverick,ARM,Gun-slinging Kbot,10914,608,486,243,0,1900,1900,1.5,18240,0,320,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1.4,0.2,0.1,916,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,MAVERICK,VTOL,VTOL,,,KBOTSF2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_G CTRL_K GR NOTAIR NOTSUB MOBILE CTRL_W,armmav_dead,0,Standby,0,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,L2,3.12,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMAV.fbi
False,False,False,False,False,True,ARMMEDPC,Radical,ARM,Short-Range Plasma Battery,3163,562,450,225,0,2109,2109,0,4496,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,GUARD,ALL,VTOL,,,,MEDIUM_BUILDINGEX,MEDIUM_BUILDING,ALL ARM LEVEL1 CTRL_X LDFENS NOTAIR NOTSUB,armmedpc_dead,0,GUARD_NOMOVE,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,L1,3.75,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMEDPC.fbi
True,False,False,False,False,False,ARMMERL,Merl,ARM,Mobile Rocket Launcher,4446,462,370,185,0.6,1000,1666.67,0.8,9240,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1.2,0.06,0.016,420,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_VEHICLE,ALL,MOBILE,,,TANKSH3,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_G CTRL_V GR NOTAIR NOTSUB MOBILE CTRL_W,armmerl_dead,0,Standby,12,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,L2,3.61,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMERL.fbi
False,False,False,False,False,True,ARMMEX,Metal Extractor,ARM,Extracts Metal,521,55,44,22,0,170,170,3,1650,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ARM_MEX,,,,,,MEX_EX,MEX_EX,ALL ARM METAL LEVEL1 NOWEAPON NOTAIR NOTSUB l1resource,armmex_dead,0,,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,L1,3.09,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMEX.fbi
True,False,False,False,False,False,ARMMF,MoFo,ARM,Mobile Siege Artillery,490000,24400,19520,9760,0.5,18800,37600,50,585600,0,690,2300,0,0,0,0,0,0,0,200,0,0,0,50,0,0,0,0.98,0.015,0.004,135,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,ARM_TANK,MOBILE,VTOL,NOTAIR,VTOL,TANKSH5,NUKEBOMB,NUKEBOMB,ALL ARM LEVEL3 CTRL_G CTRL_V GR L3G NOTAIR MOBILE NOTSUB CTRL_W,armMF_DEAD,15,Standby,20,0,0.2,0.7,5,5,16,0,0,0,0,0,0,0,0,0,L3,1.54,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMF.fbi
True,False,False,False,False,False,ARMMH,Wombat,ARM,Hovercraft Rocket Launcher,7231,435,348,174,0,880,880,2.6,13050,0,300,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,1.5,0.03,0.01,360,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,ARM_HOVER_MID,ALL,MOBILE,,,TANKHOVER3,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL2 CTRL_H NOTAIR NOTSUB MOBILE CTRL_W,armmh_dead,0,Standby,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,L2,2.02,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMH.fbi
False,False,False,False,False,True,ARMMINE1,Tiny,ARM,Light Mine,360,15,12,6,10,120,12,0,600,0,150,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,MINE,,,,,,MINE1_WEAPON,MINE1_WEAPON,ALL ARM LEVEL2 NOTAIR NOTSUB CTRL_M NOAI,,0,Standby_Mine,255,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,L2,0.8,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMINE1.fbi
False,False,False,False,False,True,ARMMINE2,Crawler,ARM,Mobile Mine,1240,65,52,26,0,200,200,0.1,1950,0,200,0,0,0,0,0,20,120,84,0,0,0,0,0.1,0,0,0,0.86,0.12,0.05,1100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,MINE,,,,,MINEDS1,MINE2_WEAPON,MINE2_WEAPON,ALL ARM LEVEL2 NOTAIR NOTSUB CTRL_M NOAI,,0,Standby,255,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,L2,3.08,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMINE2.fbi
False,False,False,False,False,True,ARMMINE4,Medium Mine,ARM,Medium Mine,1120,39,31,16,10,240,24,0,1404,0,210,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,MINE,,,,,,MINE3_WEAPON,MINE3_WEAPON,ALL ARM LEVEL2 NOTAIR NOTSUB CTRL_M NOAI,,0,Standby_Mine,255,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,L2,0.62,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMINE4.fbi
False,False,False,False,False,True,ARMMINE5,EMP Mine,ARM,Paralyzer Mine,3250,88,70,35,1,300,300,0,3520,0,180,0,0,0,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,MINE1,,,,,,ARMEMP_WEAPON,ARMEMP_WEAPON,ALL ARM LEVEL2 NOTAIR NOTSUB CTRL_M NOAI,,0,Standby_Mine,255,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,L2,3.41,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMINE5.fbi
False,False,False,False,False,True,ARMMINE6,Nuclear Mine,ARM,Nuclear Mine,20272,498,398,199,10,480,48,0,11952,0,260,0,0,0,0,0,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,MINE3,,,,,,ARM_NUKECANNON,ARM_NUKECANNON,ALL ARM LEVEL2 NOTAIR NOTSUB CTRL_M NOAI,,0,Standby_Mine,255,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,L2,0.1,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMINE6.fbi
False,False,False,False,False,True,ARMMINEF,Mobile Mine Lab,ARM,Tech Level 1,1530,260,208,104,0,540,540,0,2600,90,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,KBOTPLANT,,,,,,CRAWL_BLASTSML,CRAWL_BLASTSML,ALL ARM LEVEL1 CTRL_F NOWEAPON NOTAIR NOTSUB,,0,,255,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,L1,2.08,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMINEF.fbi
False,False,True,False,False,False,ARMMLS,Valiant,ARM,Mine Laying Ship,1625,213,170,85,0,1354,1354,0.3,5112,120,250,0,300,0,0,0,0,0,0,0,0,0.1,0,4,0,0,100,2.1,0.06,0.02,260,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,ARM_CSHIP,,,,,BOATS4,SMALL_UNITEX,SMALL_UNIT,ALL ARM LEVEL1 NOAI SHIP NOWEAPON NOTAIR MOBILE CTRL_B,armmls_dead,0,Standby,0,15,0,0,4,4,0,0,0,0,0,0,0,0,0,0,L1,6.36,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMLS.fbi
False,False,False,False,True,False,ARMMLV,Podger,ARM,Minelayer Vehicle,1471,163,130,65,0,850,850,0.1,3912,90,235,0,0,0,0,0,0,0,0,0,0,0.1,0,5,0,0,75,1.6,0.08,0.015,300,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,ARM_CVEHICLE,,,,,TANKSH2,BIG_UNITEX,BIG_UNIT,ALL ARM LEVEL1 CTRL_B MOBILE NOWEAPON NOTSUB NOTAIR L1CONS,armmlv_dead,0,Standby,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,L1,5.21,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\ARMMLV.fbi
